date,sentiment_score,sentiment_label,simulated_headline
2022-02-28,1.0,Positive,Positive regulatory news sparks a rally.
2022-03-01,0.552,Positive,Institutional adoption continues to grow.
2022-03-02,-0.094,Neutral,Trading sideways with no clear direction.
2022-03-03,-0.459,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-03-04,-0.929,Negative,Major exchange hack sparks panic selling.
2022-03-05,-0.061,Neutral,Sideways trading continues throughout the session.
2022-03-06,-0.496,Negative,Bears dominating as support levels break.
2022-03-07,0.021,Neutral,Sideways trading continues throughout the session.
2022-03-08,0.447,Positive,Institutional adoption continues to grow.
2022-03-09,0.882,Positive,Positive regulatory news sparks a rally.
2022-03-10,-0.736,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-03-11,-0.118,Neutral,Market participants remain undecided.
2022-03-12,0.213,Neutral,Trading sideways with no clear direction.
2022-03-13,-0.407,Negative,Investors fleeing risk-on assets.
2022-03-14,0.599,Positive,Market shows strong resilience.
2022-03-15,-0.038,Neutral,Sideways trading continues throughout the session.
2022-03-16,0.814,Positive,Market shows strong resilience.
2022-03-17,-0.264,Neutral,Market consolidating around key levels.
2022-03-18,0.446,Positive,Market shows strong resilience.
2022-03-19,0.086,Neutral,Market participants remain undecided.
2022-03-20,-0.512,Negative,Major exchange hack sparks panic selling.
2022-03-21,-0.011,Neutral,Trading sideways with no clear direction.
2022-03-22,0.685,Positive,Market shows strong resilience.
2022-03-23,0.103,Neutral,Trading sideways with no clear direction.
2022-03-24,0.428,Positive,Bulls taking control of the market.
2022-03-25,0.197,Neutral,Market participants remain undecided.
2022-03-26,0.087,Neutral,Low volatility day ahead of fed meeting.
2022-03-27,0.597,Positive,Positive regulatory news sparks a rally.
2022-03-28,-0.059,Neutral,Low volatility day ahead of fed meeting.
2022-03-29,0.195,Neutral,Low volatility day ahead of fed meeting.
2022-03-30,-0.186,Neutral,Sideways trading continues throughout the session.
2022-03-31,-0.631,Negative,Major exchange hack sparks panic selling.
2022-04-01,0.182,Neutral,Market consolidating around key levels.
2022-04-02,-0.296,Neutral,Market consolidating around key levels.
2022-04-03,0.382,Positive,Bulls taking control of the market.
2022-04-04,0.173,Neutral,Low volatility day ahead of fed meeting.
2022-04-05,-0.316,Negative,Fears of regulatory crackdown loom.
2022-04-06,-0.883,Negative,Major exchange hack sparks panic selling.
2022-04-07,-0.014,Neutral,Low volatility day ahead of fed meeting.
2022-04-08,-0.379,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-04-09,0.135,Neutral,Market participants remain undecided.
2022-04-10,-0.187,Neutral,Sideways trading continues throughout the session.
2022-04-11,-1.0,Negative,Investors fleeing risk-on assets.
2022-04-12,0.317,Positive,Institutional adoption continues to grow.
2022-04-13,0.298,Neutral,Market consolidating around key levels.
2022-04-14,-0.63,Negative,Fears of regulatory crackdown loom.
2022-04-15,0.335,Positive,Market shows strong resilience.
2022-04-16,-0.18,Neutral,Low volatility day ahead of fed meeting.
2022-04-17,-0.223,Neutral,Market participants remain undecided.
2022-04-18,0.495,Positive,Positive regulatory news sparks a rally.
2022-04-19,0.19,Neutral,Market participants remain undecided.
2022-04-20,-0.081,Neutral,Market participants remain undecided.
2022-04-21,-0.323,Negative,Investors fleeing risk-on assets.
2022-04-22,-0.186,Neutral,Trading sideways with no clear direction.
2022-04-23,-0.126,Neutral,Market participants remain undecided.
2022-04-24,-0.091,Neutral,Market consolidating around key levels.
2022-04-25,0.444,Positive,Positive regulatory news sparks a rally.
2022-04-26,-0.791,Negative,Investors fleeing risk-on assets.
2022-04-27,0.283,Neutral,Sideways trading continues throughout the session.
2022-04-28,0.302,Positive,Institutional adoption continues to grow.
2022-04-29,-0.406,Negative,Bears dominating as support levels break.
2022-04-30,-0.564,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-05-01,0.2,Neutral,Low volatility day ahead of fed meeting.
2022-05-02,0.054,Neutral,Trading sideways with no clear direction.
2022-05-03,-0.368,Negative,Fears of regulatory crackdown loom.
2022-05-04,0.938,Positive,Institutional adoption continues to grow.
2022-05-05,-0.855,Negative,Investors fleeing risk-on assets.
2022-05-06,-0.169,Neutral,Market consolidating around key levels.
2022-05-07,-0.216,Neutral,Sideways trading continues throughout the session.
2022-05-08,-0.598,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-05-09,-0.947,Negative,Major exchange hack sparks panic selling.
2022-05-10,0.329,Positive,Institutional adoption continues to grow.
2022-05-11,-0.841,Negative,Bears dominating as support levels break.
2022-05-12,-0.134,Neutral,Market consolidating around key levels.
2022-05-13,0.221,Neutral,Sideways trading continues throughout the session.
2022-05-14,0.517,Positive,Market shows strong resilience.
2022-05-15,0.689,Positive,Institutional adoption continues to grow.
2022-05-16,-0.793,Negative,Bears dominating as support levels break.
2022-05-17,0.145,Neutral,Low volatility day ahead of fed meeting.
2022-05-18,-0.667,Negative,Investors fleeing risk-on assets.
2022-05-19,0.998,Positive,Record high inflows seen in crypto funds.
2022-05-20,-0.377,Negative,Major exchange hack sparks panic selling.
2022-05-21,0.145,Neutral,Market consolidating around key levels.
2022-05-22,0.249,Neutral,Market consolidating around key levels.
2022-05-23,-0.588,Negative,Major exchange hack sparks panic selling.
2022-05-24,0.213,Neutral,Trading sideways with no clear direction.
2022-05-25,0.113,Neutral,Sideways trading continues throughout the session.
2022-05-26,-0.324,Negative,Major exchange hack sparks panic selling.
2022-05-27,-0.416,Negative,Fears of regulatory crackdown loom.
2022-05-28,0.18,Neutral,Low volatility day ahead of fed meeting.
2022-05-29,0.166,Neutral,Sideways trading continues throughout the session.
2022-05-30,1.0,Positive,Institutional adoption continues to grow.
2022-05-31,0.014,Neutral,Sideways trading continues throughout the session.
2022-06-01,-0.95,Negative,Investors fleeing risk-on assets.
2022-06-02,0.452,Positive,Bulls taking control of the market.
2022-06-03,-0.396,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-04,0.235,Neutral,Low volatility day ahead of fed meeting.
2022-06-05,0.168,Neutral,Market consolidating around key levels.
2022-06-06,0.912,Positive,Positive regulatory news sparks a rally.
2022-06-07,-0.01,Neutral,Market consolidating around key levels.
2022-06-08,-0.417,Negative,Major exchange hack sparks panic selling.
2022-06-09,0.101,Neutral,Sideways trading continues throughout the session.
2022-06-10,-0.421,Negative,Investors fleeing risk-on assets.
2022-06-11,-0.512,Negative,Bears dominating as support levels break.
2022-06-12,-1.0,Negative,Bears dominating as support levels break.
2022-06-13,-0.946,Negative,Fears of regulatory crackdown loom.
2022-06-14,-0.221,Neutral,Sideways trading continues throughout the session.
2022-06-15,0.323,Positive,Institutional adoption continues to grow.
2022-06-16,-0.992,Negative,Investors fleeing risk-on assets.
2022-06-17,0.114,Neutral,Market consolidating around key levels.
2022-06-18,-1.0,Negative,Major exchange hack sparks panic selling.
2022-06-19,1.0,Positive,Bulls taking control of the market.
2022-06-20,-0.181,Neutral,Market consolidating around key levels.
2022-06-21,0.154,Neutral,Sideways trading continues throughout the session.
2022-06-22,-0.661,Negative,Investors fleeing risk-on assets.
2022-06-23,0.749,Positive,Institutional adoption continues to grow.
2022-06-24,0.198,Neutral,Sideways trading continues throughout the session.
2022-06-25,0.358,Positive,Bulls taking control of the market.
2022-06-26,-0.401,Negative,Bears dominating as support levels break.
2022-06-27,-0.025,Neutral,Sideways trading continues throughout the session.
2022-06-28,-0.206,Neutral,Sideways trading continues throughout the session.
2022-06-29,-0.188,Neutral,Market consolidating around key levels.
2022-06-30,0.011,Neutral,Trading sideways with no clear direction.
2022-07-01,-0.347,Negative,Major exchange hack sparks panic selling.
2022-07-02,-0.062,Neutral,Market participants remain undecided.
2022-07-03,-0.039,Neutral,Low volatility day ahead of fed meeting.
2022-07-04,0.673,Positive,Market shows strong resilience.
2022-07-05,-0.057,Neutral,Low volatility day ahead of fed meeting.
2022-07-06,0.257,Neutral,Market participants remain undecided.
2022-07-07,0.601,Positive,Institutional adoption continues to grow.
2022-07-08,0.03,Neutral,Market participants remain undecided.
2022-07-09,0.085,Neutral,Market consolidating around key levels.
2022-07-10,-0.442,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-11,-0.732,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-12,-0.527,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-13,0.684,Positive,Positive regulatory news sparks a rally.
2022-07-14,0.117,Neutral,Trading sideways with no clear direction.
2022-07-15,0.101,Neutral,Low volatility day ahead of fed meeting.
2022-07-16,0.093,Neutral,Market participants remain undecided.
2022-07-17,-0.414,Negative,Investors fleeing risk-on assets.
2022-07-18,1.0,Positive,Institutional adoption continues to grow.
2022-07-19,0.577,Positive,Positive regulatory news sparks a rally.
2022-07-20,0.017,Neutral,Trading sideways with no clear direction.
2022-07-21,-0.171,Neutral,Market consolidating around key levels.
2022-07-22,-0.414,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-23,-0.335,Negative,Bears dominating as support levels break.
2022-07-24,-0.003,Neutral,Low volatility day ahead of fed meeting.
2022-07-25,-1.0,Negative,Fears of regulatory crackdown loom.
2022-07-26,-0.154,Neutral,Sideways trading continues throughout the session.
2022-07-27,1.0,Positive,Positive regulatory news sparks a rally.
2022-07-28,0.741,Positive,Bulls taking control of the market.
2022-07-29,0.017,Neutral,Trading sideways with no clear direction.
2022-07-30,-0.038,Neutral,Sideways trading continues throughout the session.
2022-07-31,-0.143,Neutral,Trading sideways with no clear direction.
2022-08-01,-0.117,Neutral,Sideways trading continues throughout the session.
2022-08-02,-0.248,Neutral,Sideways trading continues throughout the session.
2022-08-03,-0.217,Neutral,Sideways trading continues throughout the session.
2022-08-04,-0.118,Neutral,Trading sideways with no clear direction.
2022-08-05,0.582,Positive,Positive regulatory news sparks a rally.
2022-08-06,-0.356,Negative,Major exchange hack sparks panic selling.
2022-08-07,0.027,Neutral,Low volatility day ahead of fed meeting.
2022-08-08,0.526,Positive,Bulls taking control of the market.
2022-08-09,-0.493,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-10,0.714,Positive,Bulls taking control of the market.
2022-08-11,-0.175,Neutral,Market participants remain undecided.
2022-08-12,0.11,Neutral,Sideways trading continues throughout the session.
2022-08-13,0.024,Neutral,Market consolidating around key levels.
2022-08-14,-0.173,Neutral,Trading sideways with no clear direction.
2022-08-15,-0.277,Neutral,Sideways trading continues throughout the session.
2022-08-16,-0.137,Neutral,Market consolidating around key levels.
2022-08-17,-0.445,Negative,Major exchange hack sparks panic selling.
2022-08-18,-0.276,Neutral,Market participants remain undecided.
2022-08-19,-0.935,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-20,0.063,Neutral,Market participants remain undecided.
2022-08-21,0.456,Positive,Positive regulatory news sparks a rally.
2022-08-22,0.043,Neutral,Market consolidating around key levels.
2022-08-23,-0.035,Neutral,Sideways trading continues throughout the session.
2022-08-24,-0.117,Neutral,Trading sideways with no clear direction.
2022-08-25,0.124,Neutral,Market consolidating around key levels.
2022-08-26,-0.941,Negative,Fears of regulatory crackdown loom.
2022-08-27,-0.242,Neutral,Market consolidating around key levels.
2022-08-28,-0.372,Negative,Bears dominating as support levels break.
2022-08-29,0.505,Positive,Positive regulatory news sparks a rally.
2022-08-30,-0.384,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-31,0.043,Neutral,Sideways trading continues throughout the session.
2022-09-01,0.213,Neutral,Low volatility day ahead of fed meeting.
2022-09-02,-0.054,Neutral,Trading sideways with no clear direction.
2022-09-03,-0.211,Neutral,Market participants remain undecided.
2022-09-04,0.134,Neutral,Trading sideways with no clear direction.
2022-09-05,-0.015,Neutral,Market consolidating around key levels.
2022-09-06,-0.655,Negative,Major exchange hack sparks panic selling.
2022-09-07,0.309,Positive,Positive regulatory news sparks a rally.
2022-09-08,0.161,Neutral,Low volatility day ahead of fed meeting.
2022-09-09,1.0,Positive,Record high inflows seen in crypto funds.
2022-09-10,0.253,Neutral,Trading sideways with no clear direction.
2022-09-11,0.087,Neutral,Low volatility day ahead of fed meeting.
2022-09-12,0.252,Neutral,Sideways trading continues throughout the session.
2022-09-13,-0.803,Negative,Investors fleeing risk-on assets.
2022-09-14,0.144,Neutral,Sideways trading continues throughout the session.
2022-09-15,-0.522,Negative,Fears of regulatory crackdown loom.
2022-09-16,0.069,Neutral,Sideways trading continues throughout the session.
2022-09-17,0.209,Neutral,Trading sideways with no clear direction.
2022-09-18,-0.638,Negative,Fears of regulatory crackdown loom.
2022-09-19,-0.053,Neutral,Sideways trading continues throughout the session.
2022-09-20,-0.542,Negative,Bears dominating as support levels break.
2022-09-21,-0.217,Neutral,Sideways trading continues throughout the session.
2022-09-22,0.692,Positive,Market shows strong resilience.
2022-09-23,-0.284,Neutral,Sideways trading continues throughout the session.
2022-09-24,-0.3,Negative,Major exchange hack sparks panic selling.
2022-09-25,-0.274,Neutral,Low volatility day ahead of fed meeting.
2022-09-26,0.167,Neutral,Market consolidating around key levels.
2022-09-27,0.006,Neutral,Market consolidating around key levels.
2022-09-28,0.387,Positive,Bulls taking control of the market.
2022-09-29,0.185,Neutral,Market consolidating around key levels.
2022-09-30,0.066,Neutral,Trading sideways with no clear direction.
2022-10-01,0.008,Neutral,Low volatility day ahead of fed meeting.
2022-10-02,-0.31,Negative,Investors fleeing risk-on assets.
2022-10-03,0.632,Positive,Record high inflows seen in crypto funds.
2022-10-04,0.472,Positive,Institutional adoption continues to grow.
2022-10-05,0.019,Neutral,Sideways trading continues throughout the session.
2022-10-06,-0.068,Neutral,Market consolidating around key levels.
2022-10-07,-0.344,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-10-08,-0.16,Neutral,Low volatility day ahead of fed meeting.
2022-10-09,0.188,Neutral,Market participants remain undecided.
2022-10-10,-0.128,Neutral,Market participants remain undecided.
2022-10-11,-0.198,Neutral,Low volatility day ahead of fed meeting.
2022-10-12,0.036,Neutral,Market consolidating around key levels.
2022-10-13,0.247,Neutral,Sideways trading continues throughout the session.
2022-10-14,-0.228,Neutral,Trading sideways with no clear direction.
2022-10-15,-0.063,Neutral,Low volatility day ahead of fed meeting.
2022-10-16,0.23,Neutral,Market participants remain undecided.
2022-10-17,0.111,Neutral,Sideways trading continues throughout the session.
2022-10-18,-0.243,Neutral,Trading sideways with no clear direction.
2022-10-19,-0.349,Negative,Bears dominating as support levels break.
2022-10-20,-0.072,Neutral,Market consolidating around key levels.
2022-10-21,-0.087,Neutral,Sideways trading continues throughout the session.
2022-10-22,0.224,Neutral,Low volatility day ahead of fed meeting.
2022-10-23,0.385,Positive,Record high inflows seen in crypto funds.
2022-10-24,-0.252,Neutral,Trading sideways with no clear direction.
2022-10-25,0.414,Positive,Positive regulatory news sparks a rally.
2022-10-26,0.353,Positive,Bulls taking control of the market.
2022-10-27,-0.4,Negative,Major exchange hack sparks panic selling.
2022-10-28,0.262,Neutral,Sideways trading continues throughout the session.
2022-10-29,0.282,Neutral,Trading sideways with no clear direction.
2022-10-30,0.001,Neutral,Sideways trading continues throughout the session.
2022-10-31,0.027,Neutral,Low volatility day ahead of fed meeting.
2022-11-01,0.037,Neutral,Market consolidating around key levels.
2022-11-02,-0.223,Neutral,Market participants remain undecided.
2022-11-03,-0.03,Neutral,Sideways trading continues throughout the session.
2022-11-04,0.599,Positive,Bulls taking control of the market.
2022-11-05,-0.06,Neutral,Market participants remain undecided.
2022-11-06,-0.466,Negative,Major exchange hack sparks panic selling.
2022-11-07,-0.081,Neutral,Market consolidating around key levels.
2022-11-08,-1.0,Negative,Fears of regulatory crackdown loom.
2022-11-09,-0.824,Negative,Fears of regulatory crackdown loom.
2022-11-10,1.0,Positive,Market shows strong resilience.
2022-11-11,-0.288,Neutral,Low volatility day ahead of fed meeting.
2022-11-12,-0.111,Neutral,Market participants remain undecided.
2022-11-13,-0.327,Negative,Investors fleeing risk-on assets.
2022-11-14,0.259,Neutral,Market participants remain undecided.
2022-11-15,0.333,Positive,Positive regulatory news sparks a rally.
2022-11-16,-0.079,Neutral,Trading sideways with no clear direction.
2022-11-17,0.17,Neutral,Market participants remain undecided.
2022-11-18,-0.083,Neutral,Market participants remain undecided.
2022-11-19,0.132,Neutral,Low volatility day ahead of fed meeting.
2022-11-20,-0.454,Negative,Major exchange hack sparks panic selling.
2022-11-21,-0.565,Negative,Bears dominating as support levels break.
2022-11-22,0.367,Positive,Record high inflows seen in crypto funds.
2022-11-23,0.184,Neutral,Trading sideways with no clear direction.
2022-11-24,-0.19,Neutral,Market consolidating around key levels.
2022-11-25,-0.01,Neutral,Market participants remain undecided.
2022-11-26,-0.018,Neutral,Low volatility day ahead of fed meeting.
2022-11-27,0.002,Neutral,Low volatility day ahead of fed meeting.
2022-11-28,-0.358,Negative,Bears dominating as support levels break.
2022-11-29,0.248,Neutral,Sideways trading continues throughout the session.
2022-11-30,0.61,Positive,Institutional adoption continues to grow.
2022-12-01,-0.032,Neutral,Sideways trading continues throughout the session.
2022-12-02,0.008,Neutral,Market consolidating around key levels.
2022-12-03,-0.198,Neutral,Market consolidating around key levels.
2022-12-04,0.157,Neutral,Market participants remain undecided.
2022-12-05,-0.298,Neutral,Market participants remain undecided.
2022-12-06,0.155,Neutral,Market participants remain undecided.
2022-12-07,-0.22,Neutral,Trading sideways with no clear direction.
2022-12-08,0.229,Neutral,Market consolidating around key levels.
2022-12-09,-0.142,Neutral,Trading sideways with no clear direction.
2022-12-10,0.142,Neutral,Market participants remain undecided.
2022-12-11,-0.021,Neutral,Market consolidating around key levels.
2022-12-12,-0.028,Neutral,Sideways trading continues throughout the session.
2022-12-13,0.529,Positive,Market shows strong resilience.
2022-12-14,0.109,Neutral,Sideways trading continues throughout the session.
2022-12-15,-0.496,Negative,Investors fleeing risk-on assets.
2022-12-16,-0.713,Negative,Investors fleeing risk-on assets.
2022-12-17,0.229,Neutral,Market consolidating around key levels.
2022-12-18,0.099,Neutral,Trading sideways with no clear direction.
2022-12-19,-0.258,Neutral,Sideways trading continues throughout the session.
2022-12-20,0.286,Neutral,Market consolidating around key levels.
2022-12-21,-0.06,Neutral,Market participants remain undecided.
2022-12-22,0.096,Neutral,Trading sideways with no clear direction.
2022-12-23,-0.055,Neutral,Market participants remain undecided.
2022-12-24,0.194,Neutral,Trading sideways with no clear direction.
2022-12-25,0.121,Neutral,Market consolidating around key levels.
2022-12-26,0.12,Neutral,Market consolidating around key levels.
2022-12-27,-0.134,Neutral,Low volatility day ahead of fed meeting.
2022-12-28,-0.044,Neutral,Sideways trading continues throughout the session.
2022-12-29,0.25,Neutral,Trading sideways with no clear direction.
2022-12-30,-0.016,Neutral,Market participants remain undecided.
2022-12-31,-0.209,Neutral,Sideways trading continues throughout the session.
2023-01-01,-0.121,Neutral,Market participants remain undecided.
2023-01-02,0.037,Neutral,Market participants remain undecided.
2023-01-03,-0.175,Neutral,Market participants remain undecided.
2023-01-04,0.036,Neutral,Market consolidating around key levels.
2023-01-05,-0.038,Neutral,Sideways trading continues throughout the session.
2023-01-06,-0.008,Neutral,Market consolidating around key levels.
2023-01-07,-0.149,Neutral,Market consolidating around key levels.
2023-01-08,0.326,Positive,Bulls taking control of the market.
2023-01-09,0.128,Neutral,Market consolidating around key levels.
2023-01-10,0.056,Neutral,Sideways trading continues throughout the session.
2023-01-11,0.285,Neutral,Trading sideways with no clear direction.
2023-01-12,0.567,Positive,Bulls taking control of the market.
2023-01-13,1.0,Positive,Record high inflows seen in crypto funds.
2023-01-14,0.763,Positive,Bulls taking control of the market.
2023-01-15,-0.016,Neutral,Trading sideways with no clear direction.
2023-01-16,0.231,Neutral,Low volatility day ahead of fed meeting.
2023-01-17,0.09,Neutral,Low volatility day ahead of fed meeting.
2023-01-18,-0.455,Negative,Bears dominating as support levels break.
2023-01-19,0.282,Neutral,Trading sideways with no clear direction.
2023-01-20,1.0,Positive,Positive regulatory news sparks a rally.
2023-01-21,0.193,Neutral,Market consolidating around key levels.
2023-01-22,-0.18,Neutral,Trading sideways with no clear direction.
2023-01-23,0.335,Positive,Market shows strong resilience.
2023-01-24,-0.206,Neutral,Market participants remain undecided.
2023-01-25,0.3,Neutral,Market consolidating around key levels.
2023-01-26,0.128,Neutral,Market consolidating around key levels.
2023-01-27,0.148,Neutral,Trading sideways with no clear direction.
2023-01-28,-0.1,Neutral,Market consolidating around key levels.
2023-01-29,0.322,Positive,Record high inflows seen in crypto funds.
2023-01-30,-0.662,Negative,Investors fleeing risk-on assets.
2023-01-31,0.288,Neutral,Trading sideways with no clear direction.
2023-02-01,0.555,Positive,Bulls taking control of the market.
2023-02-02,-0.066,Neutral,Market participants remain undecided.
2023-02-03,-0.024,Neutral,Market consolidating around key levels.
2023-02-04,-0.15,Neutral,Low volatility day ahead of fed meeting.
2023-02-05,-0.079,Neutral,Sideways trading continues throughout the session.
2023-02-06,-0.304,Negative,Fears of regulatory crackdown loom.
2023-02-07,0.251,Neutral,Trading sideways with no clear direction.
2023-02-08,-0.246,Neutral,Sideways trading continues throughout the session.
2023-02-09,-0.911,Negative,Fears of regulatory crackdown loom.
2023-02-10,-0.171,Neutral,Market consolidating around key levels.
2023-02-11,0.072,Neutral,Low volatility day ahead of fed meeting.
2023-02-12,-0.139,Neutral,Market participants remain undecided.
2023-02-13,0.05,Neutral,Trading sideways with no clear direction.
2023-02-14,0.133,Neutral,Sideways trading continues throughout the session.
2023-02-15,0.894,Positive,Institutional adoption continues to grow.
2023-02-16,-0.516,Negative,Investors fleeing risk-on assets.
2023-02-17,0.604,Positive,Institutional adoption continues to grow.
2023-02-18,0.059,Neutral,Sideways trading continues throughout the session.
2023-02-19,-0.054,Neutral,Market consolidating around key levels.
2023-02-20,0.382,Positive,Record high inflows seen in crypto funds.
2023-02-21,-0.07,Neutral,Sideways trading continues throughout the session.
2023-02-22,-0.025,Neutral,Market participants remain undecided.
2023-02-23,-0.057,Neutral,Sideways trading continues throughout the session.
2023-02-24,-0.297,Neutral,Market participants remain undecided.
2023-02-25,0.112,Neutral,Trading sideways with no clear direction.
2023-02-26,0.193,Neutral,Low volatility day ahead of fed meeting.
2023-02-27,0.086,Neutral,Market participants remain undecided.
2023-02-28,-0.255,Neutral,Sideways trading continues throughout the session.
2023-03-01,0.401,Positive,Market shows strong resilience.
2023-03-02,-0.299,Neutral,Sideways trading continues throughout the session.
2023-03-03,-0.515,Negative,Bears dominating as support levels break.
2023-03-04,-0.144,Neutral,Low volatility day ahead of fed meeting.
2023-03-05,0.113,Neutral,Market consolidating around key levels.
2023-03-06,0.009,Neutral,Sideways trading continues throughout the session.
2023-03-07,-0.322,Negative,Major exchange hack sparks panic selling.
2023-03-08,-0.471,Negative,Fears of regulatory crackdown loom.
2023-03-09,-0.905,Negative,Investors fleeing risk-on assets.
2023-03-10,-0.27,Neutral,Sideways trading continues throughout the session.
2023-03-11,0.415,Positive,Positive regulatory news sparks a rally.
2023-03-12,1.0,Positive,Market shows strong resilience.
2023-03-13,1.0,Positive,Record high inflows seen in crypto funds.
2023-03-14,0.454,Positive,Record high inflows seen in crypto funds.
2023-03-15,-0.323,Negative,Bears dominating as support levels break.
2023-03-16,0.55,Positive,Record high inflows seen in crypto funds.
2023-03-17,0.95,Positive,Market shows strong resilience.
2023-03-18,-0.348,Negative,Investors fleeing risk-on assets.
2023-03-19,0.499,Positive,Record high inflows seen in crypto funds.
2023-03-20,-0.19,Neutral,Sideways trading continues throughout the session.
2023-03-21,0.386,Positive,Market shows strong resilience.
2023-03-22,-0.364,Negative,Investors fleeing risk-on assets.
2023-03-23,0.694,Positive,Bulls taking control of the market.
2023-03-24,-0.637,Negative,Bears dominating as support levels break.
2023-03-25,0.147,Neutral,Trading sideways with no clear direction.
2023-03-26,0.382,Positive,Positive regulatory news sparks a rally.
2023-03-27,-0.314,Negative,Investors fleeing risk-on assets.
2023-03-28,-0.101,Neutral,Sideways trading continues throughout the session.
2023-03-29,0.768,Positive,Positive regulatory news sparks a rally.
2023-03-30,-0.339,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-03-31,0.358,Positive,Record high inflows seen in crypto funds.
2023-04-01,-0.127,Neutral,Low volatility day ahead of fed meeting.
2023-04-02,-0.163,Neutral,Market participants remain undecided.
2023-04-03,-0.205,Neutral,Sideways trading continues throughout the session.
2023-04-04,0.184,Neutral,Trading sideways with no clear direction.
2023-04-05,0.08,Neutral,Market consolidating around key levels.
2023-04-06,-0.001,Neutral,Market participants remain undecided.
2023-04-07,0.089,Neutral,Low volatility day ahead of fed meeting.
2023-04-08,0.077,Neutral,Sideways trading continues throughout the session.
2023-04-09,0.242,Neutral,Market consolidating around key levels.
2023-04-10,0.839,Positive,Record high inflows seen in crypto funds.
2023-04-11,0.229,Neutral,Market participants remain undecided.
2023-04-12,-0.294,Neutral,Low volatility day ahead of fed meeting.
2023-04-13,0.366,Positive,Institutional adoption continues to grow.
2023-04-14,0.128,Neutral,Trading sideways with no clear direction.
2023-04-15,-0.054,Neutral,Market participants remain undecided.
2023-04-16,-0.152,Neutral,Trading sideways with no clear direction.
2023-04-17,-0.321,Negative,Major exchange hack sparks panic selling.
2023-04-18,0.342,Positive,Record high inflows seen in crypto funds.
2023-04-19,-0.898,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-04-20,-0.288,Neutral,Low volatility day ahead of fed meeting.
2023-04-21,-0.682,Negative,Investors fleeing risk-on assets.
2023-04-22,0.31,Positive,Institutional adoption continues to grow.
2023-04-23,-0.071,Neutral,Market consolidating around key levels.
2023-04-24,-0.022,Neutral,Market consolidating around key levels.
2023-04-25,0.58,Positive,Positive regulatory news sparks a rally.
2023-04-26,0.053,Neutral,Trading sideways with no clear direction.
2023-04-27,0.712,Positive,Bulls taking control of the market.
2023-04-28,0.097,Neutral,Market consolidating around key levels.
2023-04-29,-0.004,Neutral,Trading sideways with no clear direction.
2023-04-30,0.189,Neutral,Trading sideways with no clear direction.
2023-05-01,-0.481,Negative,Major exchange hack sparks panic selling.
2023-05-02,0.363,Positive,Institutional adoption continues to grow.
2023-05-03,0.073,Neutral,Trading sideways with no clear direction.
2023-05-04,-0.275,Neutral,Market participants remain undecided.
2023-05-05,0.337,Positive,Bulls taking control of the market.
2023-05-06,-0.324,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-05-07,-0.284,Neutral,Market participants remain undecided.
2023-05-08,-0.225,Neutral,Sideways trading continues throughout the session.
2023-05-09,-0.054,Neutral,Market consolidating around key levels.
2023-05-10,-0.205,Neutral,Trading sideways with no clear direction.
2023-05-11,-0.269,Neutral,Market participants remain undecided.
2023-05-12,-0.112,Neutral,Market consolidating around key levels.
2023-05-13,0.115,Neutral,Sideways trading continues throughout the session.
2023-05-14,-0.069,Neutral,Market consolidating around key levels.
2023-05-15,0.038,Neutral,Trading sideways with no clear direction.
2023-05-16,-0.259,Neutral,Sideways trading continues throughout the session.
2023-05-17,0.388,Positive,Positive regulatory news sparks a rally.
2023-05-18,-0.369,Negative,Major exchange hack sparks panic selling.
2023-05-19,0.029,Neutral,Trading sideways with no clear direction.
2023-05-20,0.143,Neutral,Market consolidating around key levels.
2023-05-21,-0.16,Neutral,Sideways trading continues throughout the session.
2023-05-22,0.2,Neutral,Market participants remain undecided.
2023-05-23,0.176,Neutral,Sideways trading continues throughout the session.
2023-05-24,-0.543,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-05-25,0.188,Neutral,Market consolidating around key levels.
2023-05-26,0.007,Neutral,Market consolidating around key levels.
2023-05-27,0.053,Neutral,Sideways trading continues throughout the session.
2023-05-28,0.78,Positive,Institutional adoption continues to grow.
2023-05-29,-0.367,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-05-30,-0.072,Neutral,Market participants remain undecided.
2023-05-31,-0.21,Neutral,Sideways trading continues throughout the session.
2023-06-01,-0.13,Neutral,Market consolidating around key levels.
