date,sentiment_score,sentiment_label,simulated_headline
2021-12-30,0.283,Neutral,Market consolidating around key levels.
2021-12-31,0.018,Neutral,Trading sideways with no clear direction.
2022-01-01,0.246,Neutral,Market consolidating around key levels.
2022-01-02,0.04,Neutral,Market consolidating around key levels.
2022-01-03,-0.417,Negative,Major exchange hack sparks panic selling.
2022-01-04,-0.09,Neutral,Market consolidating around key levels.
2022-01-05,-0.748,Negative,Fears of regulatory crackdown loom.
2022-01-06,0.169,Neutral,Trading sideways with no clear direction.
2022-01-07,-0.272,Neutral,Trading sideways with no clear direction.
2022-01-08,-0.363,Negative,Bears dominating as support levels break.
2022-01-09,-0.149,Neutral,Market participants remain undecided.
2022-01-10,-0.608,Negative,Bears dominating as support levels break.
2022-01-11,1.0,Positive,Institutional adoption continues to grow.
2022-01-12,0.801,Positive,Bulls taking control of the market.
2022-01-13,0.693,Positive,Bulls taking control of the market.
2022-01-14,1.0,Positive,Positive regulatory news sparks a rally.
2022-01-15,-0.045,Neutral,Sideways trading continues throughout the session.
2022-01-16,-0.619,Negative,Bears dominating as support levels break.
2022-01-17,-0.473,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-01-18,-0.598,Negative,Bears dominating as support levels break.
2022-01-19,-0.384,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-01-20,-0.561,Negative,Bears dominating as support levels break.
2022-01-21,-1.0,Negative,Fears of regulatory crackdown loom.
2022-01-22,-0.899,Negative,Bears dominating as support levels break.
2022-01-23,0.983,Positive,Market shows strong resilience.
2022-01-24,-0.543,Negative,Bears dominating as support levels break.
2022-01-25,0.773,Positive,Positive regulatory news sparks a rally.
2022-01-26,0.127,Neutral,Low volatility day ahead of fed meeting.
2022-01-27,-0.287,Neutral,Low volatility day ahead of fed meeting.
2022-01-28,0.169,Neutral,Low volatility day ahead of fed meeting.
2022-01-29,0.1,Neutral,Sideways trading continues throughout the session.
2022-01-30,-0.577,Negative,Investors fleeing risk-on assets.
2022-01-31,0.114,Neutral,Trading sideways with no clear direction.
2022-02-01,0.165,Neutral,Sideways trading continues throughout the session.
2022-02-02,-0.467,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-02-03,0.031,Neutral,Low volatility day ahead of fed meeting.
2022-02-04,0.817,Positive,Positive regulatory news sparks a rally.
2022-02-05,-0.248,Neutral,Low volatility day ahead of fed meeting.
2022-02-06,0.577,Positive,Positive regulatory news sparks a rally.
2022-02-07,1.0,Positive,Market shows strong resilience.
2022-02-08,-0.543,Negative,Investors fleeing risk-on assets.
2022-02-09,0.22,Neutral,Trading sideways with no clear direction.
2022-02-10,-0.911,Negative,Major exchange hack sparks panic selling.
2022-02-11,-0.563,Negative,Fears of regulatory crackdown loom.
2022-02-12,0.17,Neutral,Low volatility day ahead of fed meeting.
2022-02-13,0.376,Positive,Record high inflows seen in crypto funds.
2022-02-14,-0.255,Neutral,Low volatility day ahead of fed meeting.
2022-02-15,0.619,Positive,Market shows strong resilience.
2022-02-16,-0.383,Negative,Major exchange hack sparks panic selling.
2022-02-17,-0.856,Negative,Investors fleeing risk-on assets.
2022-02-18,0.022,Neutral,Market consolidating around key levels.
2022-02-19,0.192,Neutral,Trading sideways with no clear direction.
2022-02-20,-0.347,Negative,Investors fleeing risk-on assets.
2022-02-21,-0.946,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-02-22,0.498,Positive,Positive regulatory news sparks a rally.
2022-02-23,-0.631,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-02-24,-0.422,Negative,Major exchange hack sparks panic selling.
2022-02-25,0.248,Neutral,Market consolidating around key levels.
2022-02-26,-0.188,Neutral,Market consolidating around key levels.
2022-02-27,-0.391,Negative,Major exchange hack sparks panic selling.
2022-02-28,0.957,Positive,Market shows strong resilience.
2022-03-01,0.179,Neutral,Market participants remain undecided.
2022-03-02,0.063,Neutral,Trading sideways with no clear direction.
2022-03-03,-0.209,Neutral,Market consolidating around key levels.
2022-03-04,-0.624,Negative,Major exchange hack sparks panic selling.
2022-03-05,0.479,Positive,Institutional adoption continues to grow.
2022-03-06,-0.31,Negative,Fears of regulatory crackdown loom.
2022-03-07,-0.626,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-03-08,-0.14,Neutral,Market consolidating around key levels.
2022-03-09,0.543,Positive,Record high inflows seen in crypto funds.
2022-03-10,-0.516,Negative,Major exchange hack sparks panic selling.
2022-03-11,-0.154,Neutral,Sideways trading continues throughout the session.
2022-03-12,-0.286,Neutral,Sideways trading continues throughout the session.
2022-03-13,-0.574,Negative,Major exchange hack sparks panic selling.
2022-03-14,0.193,Neutral,Low volatility day ahead of fed meeting.
2022-03-15,-0.298,Neutral,Market consolidating around key levels.
2022-03-16,0.503,Positive,Bulls taking control of the market.
2022-03-17,0.071,Neutral,Market participants remain undecided.
2022-03-18,0.379,Positive,Market shows strong resilience.
2022-03-19,0.731,Positive,Institutional adoption continues to grow.
2022-03-20,-0.684,Negative,Investors fleeing risk-on assets.
2022-03-21,0.056,Neutral,Low volatility day ahead of fed meeting.
2022-03-22,0.394,Positive,Bulls taking control of the market.
2022-03-23,1.0,Positive,Positive regulatory news sparks a rally.
2022-03-24,0.798,Positive,Institutional adoption continues to grow.
2022-03-25,-0.506,Negative,Fears of regulatory crackdown loom.
2022-03-26,0.709,Positive,Bulls taking control of the market.
2022-03-27,0.856,Positive,Institutional adoption continues to grow.
2022-03-28,-0.107,Neutral,Trading sideways with no clear direction.
2022-03-29,0.302,Positive,Institutional adoption continues to grow.
2022-03-30,-0.055,Neutral,Market consolidating around key levels.
2022-03-31,-0.345,Negative,Major exchange hack sparks panic selling.
2022-04-01,0.257,Neutral,Trading sideways with no clear direction.
2022-04-02,-0.423,Negative,Fears of regulatory crackdown loom.
2022-04-03,0.93,Positive,Positive regulatory news sparks a rally.
2022-04-04,0.345,Positive,Record high inflows seen in crypto funds.
2022-04-05,1.0,Positive,Market shows strong resilience.
2022-04-06,-0.942,Negative,Major exchange hack sparks panic selling.
2022-04-07,0.151,Neutral,Trading sideways with no clear direction.
2022-04-08,-0.17,Neutral,Market participants remain undecided.
2022-04-09,0.207,Neutral,Trading sideways with no clear direction.
2022-04-10,0.435,Positive,Positive regulatory news sparks a rally.
2022-04-11,-1.0,Negative,Bears dominating as support levels break.
2022-04-12,0.33,Positive,Positive regulatory news sparks a rally.
2022-04-13,0.126,Neutral,Low volatility day ahead of fed meeting.
2022-04-14,0.515,Positive,Market shows strong resilience.
2022-04-15,0.221,Neutral,Market consolidating around key levels.
2022-04-16,-0.225,Neutral,Market participants remain undecided.
2022-04-17,-0.283,Neutral,Market participants remain undecided.
2022-04-18,0.022,Neutral,Market participants remain undecided.
2022-04-19,0.393,Positive,Record high inflows seen in crypto funds.
2022-04-20,-0.023,Neutral,Trading sideways with no clear direction.
2022-04-21,-0.315,Negative,Investors fleeing risk-on assets.
2022-04-22,0.019,Neutral,Low volatility day ahead of fed meeting.
2022-04-23,-0.094,Neutral,Sideways trading continues throughout the session.
2022-04-24,-0.091,Neutral,Market participants remain undecided.
2022-04-25,0.862,Positive,Market shows strong resilience.
2022-04-26,-1.0,Negative,Fears of regulatory crackdown loom.
2022-04-27,0.461,Positive,Market shows strong resilience.
2022-04-28,-0.326,Negative,Fears of regulatory crackdown loom.
2022-04-29,-0.237,Neutral,Low volatility day ahead of fed meeting.
2022-04-30,-0.876,Negative,Major exchange hack sparks panic selling.
2022-05-01,0.624,Positive,Record high inflows seen in crypto funds.
2022-05-02,-0.412,Negative,Bears dominating as support levels break.
2022-05-03,-0.177,Neutral,Sideways trading continues throughout the session.
2022-05-04,0.709,Positive,Market shows strong resilience.
2022-05-05,-0.991,Negative,Bears dominating as support levels break.
2022-05-06,-0.18,Neutral,Market consolidating around key levels.
2022-05-07,-0.125,Neutral,Trading sideways with no clear direction.
2022-05-08,-0.284,Neutral,Market consolidating around key levels.
2022-05-09,-1.0,Negative,Fears of regulatory crackdown loom.
2022-05-10,0.994,Positive,Record high inflows seen in crypto funds.
2022-05-11,-0.915,Negative,Major exchange hack sparks panic selling.
2022-05-12,-0.524,Negative,Bears dominating as support levels break.
2022-05-13,1.0,Positive,Institutional adoption continues to grow.
2022-05-14,0.343,Positive,Institutional adoption continues to grow.
2022-05-15,0.754,Positive,Institutional adoption continues to grow.
2022-05-16,-0.791,Negative,Major exchange hack sparks panic selling.
2022-05-17,0.547,Positive,Positive regulatory news sparks a rally.
2022-05-18,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-05-19,0.659,Positive,Institutional adoption continues to grow.
2022-05-20,-0.264,Neutral,Low volatility day ahead of fed meeting.
2022-05-21,0.018,Neutral,Market participants remain undecided.
2022-05-22,0.285,Neutral,Sideways trading continues throughout the session.
2022-05-23,-0.514,Negative,Major exchange hack sparks panic selling.
2022-05-24,0.136,Neutral,Market consolidating around key levels.
2022-05-25,-0.209,Neutral,Sideways trading continues throughout the session.
2022-05-26,-0.961,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-05-27,0.571,Positive,Institutional adoption continues to grow.
2022-05-28,0.187,Neutral,Trading sideways with no clear direction.
2022-05-29,0.259,Neutral,Market participants remain undecided.
2022-05-30,1.0,Positive,Market shows strong resilience.
2022-05-31,-0.261,Neutral,Low volatility day ahead of fed meeting.
2022-06-01,-0.694,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-02,0.18,Neutral,Market consolidating around key levels.
2022-06-03,-0.355,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-04,0.127,Neutral,Low volatility day ahead of fed meeting.
2022-06-05,0.03,Neutral,Trading sideways with no clear direction.
2022-06-06,0.343,Positive,Record high inflows seen in crypto funds.
2022-06-07,-0.412,Negative,Investors fleeing risk-on assets.
2022-06-08,-0.039,Neutral,Trading sideways with no clear direction.
2022-06-09,0.085,Neutral,Market consolidating around key levels.
2022-06-10,-0.614,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-11,-1.0,Negative,Major exchange hack sparks panic selling.
2022-06-12,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-13,-0.922,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-14,0.216,Neutral,Market participants remain undecided.
2022-06-15,1.0,Positive,Record high inflows seen in crypto funds.
2022-06-16,-0.82,Negative,Major exchange hack sparks panic selling.
2022-06-17,0.335,Positive,Institutional adoption continues to grow.
2022-06-18,-0.818,Negative,Fears of regulatory crackdown loom.
2022-06-19,1.0,Positive,Bulls taking control of the market.
2022-06-20,-0.306,Negative,Major exchange hack sparks panic selling.
2022-06-21,0.929,Positive,Positive regulatory news sparks a rally.
2022-06-22,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-06-23,0.465,Positive,Record high inflows seen in crypto funds.
2022-06-24,0.64,Positive,Bulls taking control of the market.
2022-06-25,0.199,Neutral,Market consolidating around key levels.
2022-06-26,1.0,Positive,Positive regulatory news sparks a rally.
2022-06-27,-0.339,Negative,Major exchange hack sparks panic selling.
2022-06-28,-0.835,Negative,Fears of regulatory crackdown loom.
2022-06-29,0.693,Positive,Positive regulatory news sparks a rally.
2022-06-30,-0.727,Negative,Fears of regulatory crackdown loom.
2022-07-01,-0.039,Neutral,Market participants remain undecided.
2022-07-02,0.051,Neutral,Market consolidating around key levels.
2022-07-03,-0.01,Neutral,Sideways trading continues throughout the session.
2022-07-04,0.386,Positive,Institutional adoption continues to grow.
2022-07-05,-0.295,Neutral,Low volatility day ahead of fed meeting.
2022-07-06,0.091,Neutral,Low volatility day ahead of fed meeting.
2022-07-07,0.369,Positive,Market shows strong resilience.
2022-07-08,-0.505,Negative,Fears of regulatory crackdown loom.
2022-07-09,0.157,Neutral,Market participants remain undecided.
2022-07-10,-0.499,Negative,Fears of regulatory crackdown loom.
2022-07-11,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-12,-0.321,Negative,Fears of regulatory crackdown loom.
2022-07-13,0.525,Positive,Institutional adoption continues to grow.
2022-07-14,0.054,Neutral,Market consolidating around key levels.
2022-07-15,0.218,Neutral,Market participants remain undecided.
2022-07-16,0.257,Neutral,Sideways trading continues throughout the session.
2022-07-17,-0.247,Neutral,Sideways trading continues throughout the session.
2022-07-18,0.865,Positive,Bulls taking control of the market.
2022-07-19,0.206,Neutral,Trading sideways with no clear direction.
2022-07-20,0.414,Positive,Market shows strong resilience.
2022-07-21,-0.004,Neutral,Market consolidating around key levels.
2022-07-22,-0.37,Negative,Major exchange hack sparks panic selling.
2022-07-23,0.027,Neutral,Trading sideways with no clear direction.
2022-07-24,0.077,Neutral,Low volatility day ahead of fed meeting.
2022-07-25,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-07-26,0.29,Neutral,Low volatility day ahead of fed meeting.
2022-07-27,1.0,Positive,Positive regulatory news sparks a rally.
2022-07-28,0.573,Positive,Institutional adoption continues to grow.
2022-07-29,-0.116,Neutral,Market participants remain undecided.
2022-07-30,0.212,Neutral,Trading sideways with no clear direction.
2022-07-31,-0.532,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-01,-0.04,Neutral,Low volatility day ahead of fed meeting.
2022-08-02,-0.622,Negative,Major exchange hack sparks panic selling.
2022-08-03,0.064,Neutral,Trading sideways with no clear direction.
2022-08-04,0.083,Neutral,Trading sideways with no clear direction.
2022-08-05,0.605,Positive,Record high inflows seen in crypto funds.
2022-08-06,-0.435,Negative,Bears dominating as support levels break.
2022-08-07,-0.051,Neutral,Low volatility day ahead of fed meeting.
2022-08-08,0.178,Neutral,Trading sideways with no clear direction.
2022-08-09,-0.404,Negative,Investors fleeing risk-on assets.
2022-08-10,0.391,Positive,Market shows strong resilience.
2022-08-11,0.028,Neutral,Sideways trading continues throughout the session.
2022-08-12,0.381,Positive,Positive regulatory news sparks a rally.
2022-08-13,0.022,Neutral,Low volatility day ahead of fed meeting.
2022-08-14,0.847,Positive,Record high inflows seen in crypto funds.
2022-08-15,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-16,0.95,Positive,Record high inflows seen in crypto funds.
2022-08-17,-0.986,Negative,Investors fleeing risk-on assets.
2022-08-18,-0.843,Negative,Fears of regulatory crackdown loom.
2022-08-19,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-08-20,0.363,Positive,Institutional adoption continues to grow.
2022-08-21,-0.085,Neutral,Market consolidating around key levels.
2022-08-22,-0.348,Negative,Major exchange hack sparks panic selling.
2022-08-23,0.151,Neutral,Market participants remain undecided.
2022-08-24,-0.251,Neutral,Sideways trading continues throughout the session.
2022-08-25,0.406,Positive,Market shows strong resilience.
2022-08-26,-1.0,Negative,Investors fleeing risk-on assets.
2022-08-27,0.081,Neutral,Sideways trading continues throughout the session.
2022-08-28,-0.3,Neutral,Sideways trading continues throughout the session.
2022-08-29,0.648,Positive,Positive regulatory news sparks a rally.
2022-08-30,-0.5,Negative,Investors fleeing risk-on assets.
2022-08-31,0.045,Neutral,Market participants remain undecided.
2022-09-01,0.398,Positive,Market shows strong resilience.
2022-09-02,-0.184,Neutral,Market participants remain undecided.
2022-09-03,0.353,Positive,Bulls taking control of the market.
2022-09-04,0.06,Neutral,Sideways trading continues throughout the session.
2022-09-05,-0.235,Neutral,Market consolidating around key levels.
2022-09-06,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-09-07,0.7,Positive,Record high inflows seen in crypto funds.
2022-09-08,0.162,Neutral,Trading sideways with no clear direction.
2022-09-09,0.535,Positive,Bulls taking control of the market.
2022-09-10,0.355,Positive,Positive regulatory news sparks a rally.
2022-09-11,-0.273,Neutral,Low volatility day ahead of fed meeting.
2022-09-12,0.162,Neutral,Trading sideways with no clear direction.
2022-09-13,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-09-14,0.233,Neutral,Market participants remain undecided.
2022-09-15,-0.467,Negative,Bears dominating as support levels break.
2022-09-16,0.533,Positive,Positive regulatory news sparks a rally.
2022-09-17,0.436,Positive,Institutional adoption continues to grow.
2022-09-18,-0.957,Negative,Major exchange hack sparks panic selling.
2022-09-19,0.45,Positive,Market shows strong resilience.
2022-09-20,-0.204,Neutral,Market participants remain undecided.
2022-09-21,-0.128,Neutral,Low volatility day ahead of fed meeting.
2022-09-22,0.721,Positive,Institutional adoption continues to grow.
2022-09-23,0.833,Positive,Market shows strong resilience.
2022-09-24,-0.037,Neutral,Sideways trading continues throughout the session.
2022-09-25,-0.285,Neutral,Market participants remain undecided.
2022-09-26,-0.196,Neutral,Low volatility day ahead of fed meeting.
2022-09-27,-0.005,Neutral,Sideways trading continues throughout the session.
2022-09-28,0.089,Neutral,Trading sideways with no clear direction.
2022-09-29,0.069,Neutral,Low volatility day ahead of fed meeting.
2022-09-30,0.143,Neutral,Sideways trading continues throughout the session.
2022-10-01,-0.258,Neutral,Low volatility day ahead of fed meeting.
2022-10-02,-0.231,Neutral,Market consolidating around key levels.
2022-10-03,0.312,Positive,Positive regulatory news sparks a rally.
2022-10-04,1.0,Positive,Record high inflows seen in crypto funds.
2022-10-05,-0.15,Neutral,Market participants remain undecided.
2022-10-06,-0.323,Negative,Major exchange hack sparks panic selling.
2022-10-07,-0.369,Negative,Investors fleeing risk-on assets.
2022-10-08,-0.071,Neutral,Market participants remain undecided.
2022-10-09,0.179,Neutral,Sideways trading continues throughout the session.
2022-10-10,-0.473,Negative,Bears dominating as support levels break.
2022-10-11,0.091,Neutral,Sideways trading continues throughout the session.
2022-10-12,-0.166,Neutral,Low volatility day ahead of fed meeting.
2022-10-13,0.006,Neutral,Sideways trading continues throughout the session.
2022-10-14,-0.212,Neutral,Market consolidating around key levels.
2022-10-15,-0.043,Neutral,Low volatility day ahead of fed meeting.
2022-10-16,0.183,Neutral,Sideways trading continues throughout the session.
2022-10-17,0.227,Neutral,Sideways trading continues throughout the session.
2022-10-18,0.07,Neutral,Trading sideways with no clear direction.
2022-10-19,-0.203,Neutral,Trading sideways with no clear direction.
2022-10-20,0.04,Neutral,Market consolidating around key levels.
2022-10-21,-0.007,Neutral,Trading sideways with no clear direction.
2022-10-22,0.062,Neutral,Sideways trading continues throughout the session.
2022-10-23,0.287,Neutral,Low volatility day ahead of fed meeting.
2022-10-24,-0.228,Neutral,Market participants remain undecided.
2022-10-25,0.863,Positive,Positive regulatory news sparks a rally.
2022-10-26,0.868,Positive,Market shows strong resilience.
2022-10-27,0.997,Positive,Record high inflows seen in crypto funds.
2022-10-28,1.0,Positive,Bulls taking control of the market.
2022-10-29,0.963,Positive,Positive regulatory news sparks a rally.
2022-10-30,-0.342,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-10-31,0.937,Positive,Market shows strong resilience.
2022-11-01,1.0,Positive,Market shows strong resilience.
2022-11-02,-0.912,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-11-03,-0.757,Negative,Bears dominating as support levels break.
2022-11-04,0.315,Positive,Institutional adoption continues to grow.
2022-11-05,-0.108,Neutral,Market consolidating around key levels.
2022-11-06,-0.962,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-11-07,-0.619,Negative,Fears of regulatory crackdown loom.
2022-11-08,-0.967,Negative,Major exchange hack sparks panic selling.
2022-11-09,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-11-10,1.0,Positive,Market shows strong resilience.
2022-11-11,-0.742,Negative,Bears dominating as support levels break.
2022-11-12,0.725,Positive,Record high inflows seen in crypto funds.
2022-11-13,-0.733,Negative,Investors fleeing risk-on assets.
2022-11-14,-0.008,Neutral,Sideways trading continues throughout the session.
2022-11-15,0.148,Neutral,Trading sideways with no clear direction.
2022-11-16,-0.291,Neutral,Low volatility day ahead of fed meeting.
2022-11-17,-0.083,Neutral,Low volatility day ahead of fed meeting.
2022-11-18,-0.101,Neutral,Low volatility day ahead of fed meeting.
2022-11-19,-0.137,Neutral,Sideways trading continues throughout the session.
2022-11-20,-0.989,Negative,Fears of regulatory crackdown loom.
2022-11-21,-0.324,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-11-22,0.991,Positive,Positive regulatory news sparks a rally.
2022-11-23,0.444,Positive,Institutional adoption continues to grow.
2022-11-24,0.035,Neutral,Trading sideways with no clear direction.
2022-11-25,1.0,Positive,Market shows strong resilience.
2022-11-26,0.047,Neutral,Market consolidating around key levels.
2022-11-27,0.804,Positive,Record high inflows seen in crypto funds.
2022-11-28,-0.679,Negative,Bears dominating as support levels break.
2022-11-29,1.0,Positive,Positive regulatory news sparks a rally.
2022-11-30,0.653,Positive,Market shows strong resilience.
2022-12-01,-0.786,Negative,Major exchange hack sparks panic selling.
2022-12-02,0.103,Neutral,Sideways trading continues throughout the session.
2022-12-03,-0.261,Neutral,Low volatility day ahead of fed meeting.
2022-12-04,0.706,Positive,Record high inflows seen in crypto funds.
2022-12-05,-0.503,Negative,Fears of regulatory crackdown loom.
2022-12-06,-0.359,Negative,Investors fleeing risk-on assets.
2022-12-07,-0.503,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-12-08,0.26,Neutral,Market participants remain undecided.
2022-12-09,-0.272,Neutral,Sideways trading continues throughout the session.
2022-12-10,0.119,Neutral,Low volatility day ahead of fed meeting.
2022-12-11,-0.728,Negative,Investors fleeing risk-on assets.
2022-12-12,-0.381,Negative,Fears of regulatory crackdown loom.
2022-12-13,0.199,Neutral,Market consolidating around key levels.
2022-12-14,-0.417,Negative,Bears dominating as support levels break.
2022-12-15,-0.434,Negative,Fears of regulatory crackdown loom.
2022-12-16,-0.857,Negative,Bears dominating as support levels break.
2022-12-17,0.561,Positive,Positive regulatory news sparks a rally.
2022-12-18,-0.315,Negative,Market bleeds amidst macroeconomic uncertainty.
2022-12-19,-0.906,Negative,Major exchange hack sparks panic selling.
2022-12-20,0.774,Positive,Bulls taking control of the market.
2022-12-21,-0.226,Neutral,Trading sideways with no clear direction.
2022-12-22,0.554,Positive,Record high inflows seen in crypto funds.
2022-12-23,0.172,Neutral,Market consolidating around key levels.
2022-12-24,-0.043,Neutral,Market participants remain undecided.
2022-12-25,-0.195,Neutral,Low volatility day ahead of fed meeting.
2022-12-26,-0.029,Neutral,Sideways trading continues throughout the session.
2022-12-27,-0.443,Negative,Fears of regulatory crackdown loom.
2022-12-28,-0.56,Negative,Major exchange hack sparks panic selling.
2022-12-29,0.102,Neutral,Sideways trading continues throughout the session.
2022-12-30,-0.576,Negative,Fears of regulatory crackdown loom.
2022-12-31,0.537,Positive,Positive regulatory news sparks a rally.
2023-01-01,0.016,Neutral,Market participants remain undecided.
2023-01-02,0.285,Neutral,Low volatility day ahead of fed meeting.
2023-01-03,-0.344,Negative,Major exchange hack sparks panic selling.
2023-01-04,0.455,Positive,Bulls taking control of the market.
2023-01-05,-0.178,Neutral,Trading sideways with no clear direction.
2023-01-06,0.138,Neutral,Trading sideways with no clear direction.
2023-01-07,-0.125,Neutral,Low volatility day ahead of fed meeting.
2023-01-08,0.216,Neutral,Low volatility day ahead of fed meeting.
2023-01-09,0.597,Positive,Positive regulatory news sparks a rally.
2023-01-10,0.233,Neutral,Market participants remain undecided.
2023-01-11,0.249,Neutral,Sideways trading continues throughout the session.
2023-01-12,0.327,Positive,Record high inflows seen in crypto funds.
2023-01-13,0.826,Positive,Record high inflows seen in crypto funds.
2023-01-14,0.404,Positive,Market shows strong resilience.
2023-01-15,-0.404,Negative,Fears of regulatory crackdown loom.
2023-01-16,-0.437,Negative,Fears of regulatory crackdown loom.
2023-01-17,-0.067,Neutral,Trading sideways with no clear direction.
2023-01-18,-0.467,Negative,Fears of regulatory crackdown loom.
2023-01-19,0.412,Positive,Record high inflows seen in crypto funds.
2023-01-20,0.855,Positive,Record high inflows seen in crypto funds.
2023-01-21,-0.254,Neutral,Market consolidating around key levels.
2023-01-22,0.538,Positive,Record high inflows seen in crypto funds.
2023-01-23,-0.033,Neutral,Market participants remain undecided.
2023-01-24,-0.905,Negative,Fears of regulatory crackdown loom.
2023-01-25,0.403,Positive,Positive regulatory news sparks a rally.
2023-01-26,0.03,Neutral,Market participants remain undecided.
2023-01-27,0.268,Neutral,Market participants remain undecided.
2023-01-28,-0.054,Neutral,Trading sideways with no clear direction.
2023-01-29,0.249,Neutral,Trading sideways with no clear direction.
2023-01-30,-0.313,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-01-31,1.0,Positive,Bulls taking control of the market.
2023-02-01,-0.267,Neutral,Market participants remain undecided.
2023-02-02,-0.335,Negative,Major exchange hack sparks panic selling.
2023-02-03,0.219,Neutral,Trading sideways with no clear direction.
2023-02-04,0.317,Positive,Market shows strong resilience.
2023-02-05,-0.373,Negative,Investors fleeing risk-on assets.
2023-02-06,-0.386,Negative,Bears dominating as support levels break.
2023-02-07,0.602,Positive,Institutional adoption continues to grow.
2023-02-08,-0.348,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-02-09,-1.0,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-02-10,-0.258,Neutral,Market participants remain undecided.
2023-02-11,0.205,Neutral,Sideways trading continues throughout the session.
2023-02-12,-0.107,Neutral,Market participants remain undecided.
2023-02-13,0.103,Neutral,Low volatility day ahead of fed meeting.
2023-02-14,0.287,Neutral,Market participants remain undecided.
2023-02-15,1.0,Positive,Record high inflows seen in crypto funds.
2023-02-16,-0.726,Negative,Bears dominating as support levels break.
2023-02-17,0.423,Positive,Institutional adoption continues to grow.
2023-02-18,0.104,Neutral,Market consolidating around key levels.
2023-02-19,-0.45,Negative,Major exchange hack sparks panic selling.
2023-02-20,0.402,Positive,Market shows strong resilience.
2023-02-21,-0.373,Negative,Major exchange hack sparks panic selling.
2023-02-22,-0.032,Neutral,Market participants remain undecided.
2023-02-23,-0.229,Neutral,Market consolidating around key levels.
2023-02-24,-0.407,Negative,Major exchange hack sparks panic selling.
2023-02-25,-0.071,Neutral,Low volatility day ahead of fed meeting.
2023-02-26,0.17,Neutral,Sideways trading continues throughout the session.
2023-02-27,-0.044,Neutral,Low volatility day ahead of fed meeting.
2023-02-28,-0.08,Neutral,Market participants remain undecided.
2023-03-01,0.068,Neutral,Market consolidating around key levels.
2023-03-02,-0.201,Neutral,Low volatility day ahead of fed meeting.
2023-03-03,-0.579,Negative,Market bleeds amidst macroeconomic uncertainty.
2023-03-04,-0.462,Negative,Fears of regulatory crackdown loom.
2023-03-05,0.185,Neutral,Trading sideways with no clear direction.
2023-03-06,-0.176,Neutral,Market consolidating around key levels.
2023-03-07,0.017,Neutral,Sideways trading continues throughout the session.
2023-03-08,-0.718,Negative,Fears of regulatory crackdown loom.
2023-03-09,-0.908,Negative,Investors fleeing risk-on assets.
2023-03-10,0.098,Neutral,Low volatility day ahead of fed meeting.
2023-03-11,-0.025,Neutral,Trading sideways with no clear direction.
2023-03-12,0.911,Positive,Bulls taking control of the market.
2023-03-13,0.46,Positive,Bulls taking control of the market.
2023-03-14,0.394,Positive,Market shows strong resilience.
2023-03-15,-0.815,Negative,Fears of regulatory crackdown loom.
2023-03-16,0.785,Positive,Positive regulatory news sparks a rally.
2023-03-17,0.622,Positive,Record high inflows seen in crypto funds.
2023-03-18,-0.749,Negative,Fears of regulatory crackdown loom.
2023-03-19,0.323,Positive,Institutional adoption continues to grow.
2023-03-20,-0.601,Negative,Major exchange hack sparks panic selling.
2023-03-21,0.932,Positive,Institutional adoption continues to grow.
2023-03-22,-0.679,Negative,Fears of regulatory crackdown loom.
2023-03-23,0.647,Positive,Bulls taking control of the market.
2023-03-24,-0.481,Negative,Major exchange hack sparks panic selling.
2023-03-25,-0.092,Neutral,Sideways trading continues throughout the session.
2023-03-26,0.07,Neutral,Trading sideways with no clear direction.
2023-03-27,-0.446,Negative,Fears of regulatory crackdown loom.
2023-03-28,0.138,Neutral,Market consolidating around key levels.
2023-03-29,0.163,Neutral,Market participants remain undecided.
